,index,match_id,Pt,Set1,Set2,Gm1,Gm2,Pts,Gm#,TbSet,TB?,TBpt,Svr,Ret,Serving,1st,2nd,Notes,1stSV,2ndSV,1stIn,2ndIn,isAce,isUnret,isRallyWinner,isForced,isUnforced,isDouble,PtWinner,isSvrWinner,rallyCount,Date,Tournament,Round,Surface,Player 1,Player 2,Grand Slam,i_serve,i_win,is_second_service,dir_srv,rally_desc,rally_tratada,how_ended,serve_return
610,1343,20221116-M-Tour_Finals-RR-Novak_Djokovic-Andrey_Rublev,85,1,0,3,1,0-0,15 (1),1,0,,1,2,ND,4x,6b;37y-1f-1v#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,4,20221116,Tour Finals,RR,Hard,Novak Djokovic,Andrey Rublev,0,0,1,1,6,b37 y1 f1 v,2,#,b37
621,1354,20221116-M-Tour_Finals-RR-Novak_Djokovic-Andrey_Rublev,96,1,0,5,1,15-0,17 (2),1,0,,1,2,ND,6f28f3b1*,,,0,,1,,False,False,True,0,0,False,2,0,4,20221116,Tour Finals,RR,Hard,Novak Djokovic,Andrey Rublev,0,0,1,0,6,f28 f3 b1,2,*,f28
651,1566,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,27,0,0,2,3,15-0,6 (2),1,0,,2,1,ND,6f39b3b3b3b2f1f1f3w@,,,0,,1,,False,False,False,0,1,False,1,0,8,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,6,f39 b3 b3 b3 b2 f1 f1 f3,4,@,f39
653,1568,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,29,0,0,2,3,30-15,6 (4),1,0,,2,1,ND,6d,4b29b2f3*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,4,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,1,4,b29 b2 f3,2,*,b29
671,1586,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,47,0,0,4,5,30-0,10 (3),1,0,,2,1,ND,6d,5b28b3b2f3s3s3b3b2f2f1u1*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,12,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,1,5,b28 b3 b2 f3 s3 s3 b3 b2 f2 f1 u1,6,*,b28
688,1603,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,64,0,1,2,1,0-0,14 (1),1,0,,2,1,ND,4f29b2f1f3b3b3w#,,,0,,1,,False,False,False,1,0,False,1,0,6,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,4,f29 b2 f1 f3 b3 b3,3,#,f29
701,1616,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,77,0,1,3,2,0-0,16 (1),1,0,,2,1,ND,4f17f3s3f1f1f;2b3b3b1f1u1f+3m2*,,,0,,1,,False,False,True,0,0,False,1,0,14,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,4,f17 f3 s3 f1 f1 f2 b3 b3 b1 f1 u1 f3 m2,7,*,f17
711,1626,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,87,0,1,4,3,0-0,18 (1),1,0,,2,1,ND,4f39b3s3b3b2f1f1f2s3b2f1*,,,0,,1,,False,False,True,0,0,False,1,0,12,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,4,f39 b3 s3 b3 b2 f1 f1 f2 s3 b2 f1,6,*,f39
713,1628,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,89,0,1,4,3,15-15,18 (3),1,0,,2,1,ND,6b27f1n@,,,0,,1,,False,False,False,0,1,False,1,0,2,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,6,b27 f1,1,@,b27
726,1641,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,102,0,1,5,4,40-0,20 (4),1,0,,2,1,ND,6w,4b28b1f2f+3b3*,,0,0.0,0,1.0,False,False,True,0,0,False,1,0,6,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,1,4,b28 b1 f2 f3 b3,3,*,b28
735,1650,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,111,0,1,6,5,30-0,22 (3),1,0,,2,1,ND,6b27f1l2o=2n@,,,0,,1,,False,False,False,0,1,False,1,0,4,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,6,b27 f1 l2 o2,2,@,b27
744,1659,20221114-M-Tour_Finals-RR-Stefanos_Tsitsipas_-Novak_Djokovic,120,0,1,6,6,5-1,23 (7),1,1,7.0,2,1,ND,6b29b3b3b3b3f3b3b3b3b3f1f1f3*,,,0,,1,,False,False,True,0,0,False,1,0,14,20221114,Tour Finals,RR,Hard,Stefanos Tsitsipas ,Novak Djokovic,0,0,1,0,6,b29 b3 b3 b3 b3 f3 b3 b3 b3 b3 f1 f1 f3,7,*,b29
752,1920,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,4,0,0,0,0,40-0,1 (4),1,0,,1,2,ND,6r37b1d@,,,0,,1,,False,False,False,0,1,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,6,r37 b1,1,@,r37
753,1921,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,5,0,0,0,0,40-15,1 (5),1,0,,1,2,ND,6w,6b28b2f+1f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,6,b28 b2 f1 f3,2,@,b28
765,1933,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,17,0,0,1,1,30-0,3 (3),1,0,,1,2,ND,6d,4f28b1r2f1f1f1f1r3y1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,10,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,f28 b1 r2 f1 f1 f1 f1 r3 y1,5,*,f28
773,1941,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,25,0,0,3,1,0-0,5 (1),1,0,,1,2,ND,4f28b3s3f1f2f3b3f2d@,,,0,,1,,False,False,False,0,1,False,2,0,8,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,f28 b3 s3 f1 f2 f3 b3 f2,4,@,f28
810,1978,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,62,1,0,0,1,15-0,11 (2),1,0,,1,2,ND,6d,6f27b1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,6,f27 b1,1,@,f27
811,1979,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,63,1,0,0,1,15-15,11 (3),1,0,,1,2,ND,6n,4f29b3w#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,f29 b3,1,#,f29
813,1981,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,65,1,0,0,1,30-30,11 (5),1,0,,1,2,ND,4r29f3b3f3s3f+1d@,,,0,,1,,False,False,False,0,1,False,2,0,6,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,r29 f3 b3 f3 s3 f1,3,@,r29
814,1982,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,66,1,0,0,1,30-40,11 (6),1,0,,1,2,ND,4d,5f37b1f2f1f1f3b2f1f1f3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,10,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,5,f37 b1 f2 f1 f1 f3 b2 f1 f1 f3,5,@,f37
847,2015,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,99,1,0,2,5,40-0,17 (4),1,0,,1,2,ND,6d,4b29f1n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,b29 f1,1,#,b29
855,2023,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,107,1,1,0,0,30-0,19 (3),1,0,,1,2,ND,6w,5f38b3b3b1f1f2n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,6,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,5,f38 b3 b3 b1 f1 f2,3,#,f38
874,2042,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,126,1,1,3,1,30-0,23 (3),1,0,,1,2,ND,4+f18h2b;3*,,,1,,1,,False,False,True,0,0,False,2,0,4,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,f18 h2 b3,2,*,f18
875,2043,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,127,1,1,3,1,30-15,23 (4),1,0,,1,2,ND,4f38b3s2s3w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,f38 b3 s2 s3,2,@,f38
877,2045,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,129,1,1,3,1,40-30,23 (6),1,0,,1,2,ND,5n,4b38b3s2s+2b1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,6,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,b38 b3 s2 s2 b1,3,*,b38
878,2046,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,130,1,1,3,1,40-40,23 (7),1,0,,1,2,ND,6b28f1f3f3s3f+1r2v1l3p2b1*,,,0,,1,,False,False,True,0,0,False,2,0,12,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,6,b28 f1 f3 f3 s3 f1 r2 v1 l3 p2 b1,6,*,b28
879,2047,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,131,1,1,3,1,40-AD,23 (8),1,0,,1,2,ND,6w,5f28b1f2f3b3b3b2f1f2f3b2b2f1f1r2f1f2f3s3f+1f1*,Successful Rune challenge on first serve,0,0.0,0,1.0,False,False,True,0,0,False,2,0,22,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,5,f28 b1 f2 f3 b3 b3 b2 f1 f2 f3 b2 b2 f1 f1 r2 f1 f2 f3 s3 f1 f1,11,*,f28
887,2055,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,139,1,1,3,3,15-0,25 (2),1,0,,1,2,ND,4x,5b+38s#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,5,b38 s,1,#,b38
890,2058,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,142,1,1,3,3,40-15,25 (5),1,0,,1,2,ND,4w,6s27u3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,6,s27 u3,1,@,s27
903,2071,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,155,1,1,4,4,15-0,27 (2),1,0,,1,2,ND,6w,4b29f3b;1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,b29 f3 b1,2,*,b29
914,2082,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,166,1,1,5,5,30-0,29 (3),1,0,,1,2,ND,4f28b3d#,,,0,,1,,False,False,False,1,0,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,f28 b3,1,#,f28
915,2083,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,167,1,1,5,5,30-15,29 (4),1,0,,1,2,ND,4b38b2f2b1f1f3b3y1r3m2o1*,,,0,,1,,False,False,True,0,0,False,2,0,12,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,0,4,b38 b2 f2 b1 f1 f3 b3 y1 r3 m2 o1,6,*,b38
916,2084,20221106-M-Paris_Masters-F-Novak_Djokovic-Holger_Rune,168,1,1,5,5,30-30,29 (5),1,0,,1,2,ND,6d,4f28b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221106,Paris Masters,F,Hard,Novak Djokovic,Holger Rune,0,0,1,1,4,f28 b3,1,@,f28
957,2125,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,20,0,0,2,2,15-0,5 (2),1,0,,1,2,ND,6d,6f28f1f1f2b+3s3w#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,6,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,f28 f1 f1 f2 b3 s3,3,#,f28
982,2150,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,45,1,0,0,0,40-0,9 (4),1,0,,1,2,ND,6f29f3s3s1f2b3w@,,,0,,1,,False,False,False,0,1,False,2,0,6,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,f29 f3 s3 s1 f2 b3,3,@,f29
990,2158,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,53,1,0,1,1,0-0,11 (1),1,0,,1,2,ND,6s28f+3b2z1n#,,,0,,1,,False,False,False,1,0,False,2,0,4,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,s28 f3 b2 z1,2,#,s28
993,2161,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,56,1,0,1,1,30-15,11 (4),1,0,,1,2,ND,6n,5b28b1f2b3b2b3b2b1f1f3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,10,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,5,b28 b1 f2 b3 b2 b3 b2 b1 f1 f3,5,@,b28
1002,2170,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,65,1,0,2,2,0-0,13 (1),1,0,,1,2,ND,6b29f3b3f3b3b2f1r1f1f1f2f+1f2*,,,0,,1,,False,False,True,0,0,False,2,0,14,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,b29 f3 b3 f3 b3 b2 f1 r1 f1 f1 f2 f1 f2,7,*,b29
1004,2172,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,67,1,0,2,2,15-15,13 (3),1,0,,1,2,ND,6w,6b28f2n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,b28 f2,1,@,b28
1006,2174,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,69,1,0,2,2,30-30,13 (5),1,0,,1,2,ND,5b39b3f+3m2o-1*,,,0,,1,,False,False,True,0,0,False,2,0,6,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,5,b39 b3 f3 m2 o1,3,*,b39
1007,2175,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,70,1,0,2,2,30-40,13 (6),1,0,,1,2,ND,4b29f1f1f1f2b2b2f1d@,,,0,,1,,False,False,False,0,1,False,2,0,8,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,b29 f1 f1 f1 f2 b2 b2 f1,4,@,b29
1024,2192,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,87,1,0,3,5,15-0,17 (2),1,0,,1,2,ND,c6d,4b39b2d#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,2,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,4,b39 b2,1,#,b39
1025,2193,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,88,1,0,3,5,15-15,17 (3),1,0,,1,2,ND,4d,5b18f3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,5,b18 f3,1,@,b18
1028,2196,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,91,1,0,3,5,40-30,17 (6),1,0,,1,2,ND,6f29b3b2b1n@,,,0,,1,,False,False,False,0,1,False,2,0,4,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,f29 b3 b2 b1,2,@,f29
1029,2197,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,92,1,0,3,5,40-40,17 (7),1,0,,1,2,ND,6b39b3b2f1r1f-1f1i-3n#,,,0,,1,,False,False,False,1,0,False,2,0,8,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,b39 b3 b2 f1 r1 f1 f1 i3,4,#,b39
1030,2198,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,93,1,0,3,5,40-AD,17 (8),1,0,,1,2,ND,6f28f1f1f1w#,,,0,,1,,False,False,False,1,0,False,2,0,4,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,f28 f1 f1 f1,2,#,f28
1039,2207,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,102,1,1,0,1,30-0,19 (3),1,0,,1,2,ND,4x,5b19f1f+3b3n#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,4,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,5,b19 f1 f3 b3,2,#,b19
1061,2229,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,124,1,1,2,3,15-0,23 (2),1,0,,1,2,ND,4n,5b28f1n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,2,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,5,b28 f1,1,@,b28
1100,2268,20221105-M-Paris_Masters-SF-Novak_Djokovic-Stefanos_Tsitsipas,163,1,1,6,6,3-3,30 (7),1,1,7.0,1,2,ND,6s28f+3m3f3f2f1f1f2f+3*,,,0,,1,,False,False,True,0,0,False,2,0,10,20221105,Paris Masters,SF,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,s28 f3 m3 f3 f2 f1 f1 f2 f3,5,*,s28
1245,7202,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,9,0,0,1,1,0-0,3 (1),1,0,,1,2,ND,6s38b3b3b2f1f1w@,,,0,,1,,False,False,False,0,1,False,2,0,6,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,s38 b3 b3 b2 f1 f1,3,@,s38
1246,7203,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,10,0,0,1,1,0-15,3 (2),1,0,,1,2,ND,4b28f1r1f+3m2o=2f1f1f3b3b3b2f1f2f1r2f+3b2z1l3o-3*,,,0,,1,,False,False,True,0,0,False,2,0,22,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,b28 f1 r1 f3 m2 o2 f1 f1 f3 b3 b3 b2 f1 f2 f1 r2 f3 b2 z1 l3 o3,11,*,b28
1267,7224,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,31,0,0,3,3,30-0,7 (3),1,0,,1,2,ND,4n,6b19f1f1f1f2f3s3f1f1r3w#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,10,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,b19 f1 f1 f1 f2 f3 s3 f1 f1 r3,5,#,b19
1308,7265,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,72,1,0,3,2,15-0,15 (2),1,0,,1,2,ND,6f19f1n#,,,0,,1,,False,False,False,1,0,False,2,0,2,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,f19 f1,1,#,f19
1328,7285,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,92,1,0,5,4,30-0,19 (3),1,0,,1,2,ND,6d,6b28b2f2f3w#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,4,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,1,6,b28 b2 f2 f3,2,#,b28
1330,7287,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,94,1,0,5,4,40-15,19 (5),1,0,,1,2,ND,6s29f1n@,,,0,,1,,False,False,False,0,1,False,2,0,2,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,6,s29 f1,1,@,s29
1331,7288,20221009-M-Astana-F-Novak_Djokovic-Stefanos_Tsitsipas,95,1,0,5,4,40-30,19 (6),1,0,,1,2,ND,4b;37*,,,0,,1,,False,False,True,0,0,False,2,0,2,20221009,Astana,F,Hard,Novak Djokovic,Stefanos Tsitsipas,0,0,1,0,4,b37,1,*,b37
1344,7301,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,11,0,0,1,1,30-0,3 (3),1,0,,1,2,ND,4f39b!#,,Incorrect ND challenge of DM deep FH return that landed on ND baseline,0,,1,,False,False,False,1,0,False,2,0,2,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,0,4,f39 b,1,#,f39
1353,7310,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,20,0,0,2,2,0-0,5 (1),1,0,,1,2,ND,6b17f1f3b3d@,,,0,,1,,False,False,False,0,1,False,2,0,4,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,0,6,b17 f1 f3 b3,2,@,b17
1354,7311,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,21,0,0,2,2,0-15,5 (2),1,0,,1,2,ND,4n,6f2f3b3b3b3b1f2b3b3y1f-3z=+2f2i3d#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,14,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,6,f2 f3 b3 b3 b3 b1 f2 b3 b3 y1 f3 z2 f2 i3,7,#,f2
1355,7312,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,22,0,0,2,2,0-30,5 (3),1,0,,1,2,ND,4w,4f1f3s3z^3n@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,f1 f3 s3 z3,2,@,f1
1356,7313,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,23,0,0,2,2,0-40,5 (4),1,0,,1,2,ND,4x,4b3f3b3s1f3b3b3b3w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,8,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,b3 f3 b3 s1 f3 b3 b3 b3,4,@,b3
1364,7321,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,31,0,0,3,3,15-0,7 (2),1,0,,1,2,ND,6n,5b3b3b3b2f1s3b3y1r-3zn#,,0,0.0,0,1.0,False,False,False,1,0,False,2,0,10,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,5,b3 b3 b3 b2 f1 s3 b3 y1 r3 z,5,#,b3
1365,7322,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,32,0,0,3,3,15-15,7 (3),1,0,,1,2,ND,6n,4f1f3b3b1f3b3b3f1w@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,8,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,f1 f3 b3 b1 f3 b3 b3 f1,4,@,f1
1367,7324,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,34,0,0,3,3,30-30,7 (5),1,0,,1,2,ND,4w,4f1f2f1b3b3b3b3b2f17s3b3b3b3b3b3f3b3b;3@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,18,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,f1 f2 f1 b3 b3 b3 b3 b2 f17 s3 b3 b3 b3 b3 b3 f3 b3 b3,9,@,f1
1368,7325,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,35,0,0,3,3,30-40,7 (6),1,0,,1,2,ND,6r29f39b37f2f3b37b3b2f1f1f3s37b-3i#,,,0,,1,,False,False,False,1,0,False,2,0,14,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,0,6,r29 f39 b37 f2 f3 b37 b3 b2 f1 f1 f3 s37 b3 i,7,#,r29
1376,7333,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,43,0,0,3,5,30-0,9 (3),1,0,,1,2,ND,4n,5b1f17f3*,Djokovic third rally stroke mishit leading to Medvedev winner ,0,0.0,0,1.0,False,False,True,0,0,False,2,0,4,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,5,b1 f17 f3,2,*,b1
1377,7334,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,44,0,0,3,5,30-15,9 (4),1,0,,1,2,ND,6w,4b2f2f3b2f39f28f1*,,0,0.0,0,1.0,False,False,True,0,0,False,2,0,8,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,b2 f2 f3 b2 f39 f28 f1,4,*,b2
1386,7343,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,53,0,1,0,0,15-0,11 (2),1,0,,1,2,ND,4b29f1f1f3w@,,,0,,1,,False,False,False,0,1,False,2,0,4,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,0,4,b29 f1 f1 f3,2,@,b29
1389,7346,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,56,0,1,0,0,40-15,11 (5),1,0,,1,2,ND,6b2j+3b1v^1f-3*,,,0,,1,,False,False,True,0,0,False,2,0,6,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,0,6,b2 j3 b1 v1 f3,3,*,b2
1399,7356,20221008-M-Astana_Open-SF-Novak_Djokovic-Daniil_Medvedev,66,0,1,1,1,0-0,13 (1),1,0,,1,2,ND,4n,4f;1f1f2b3d@,,0,0.0,0,1.0,False,False,False,0,1,False,2,0,4,20221008,Astana Open,SF,Hard,Novak Djokovic,Daniil Medvedev,0,0,1,1,4,f1 f1 f2 b3,2,@,f1
